"Energy (eV)"	"Flux Density (ph/s/mm<sup>2</sup>/0.1%B.W.)"
2.86198e+1	3.17949e+10
2.89164e+1	3.16685e+10
2.92160e+1	3.15407e+10
2.95187e+1	3.14112e+10
2.98246e+1	3.12806e+10
3.01337e+1	3.11486e+10
3.04459e+1	3.10153e+10
3.07614e+1	3.08807e+10
3.10802e+1	3.07450e+10
3.14022e+1	3.06083e+10
3.17276e+1	3.04705e+10
3.20564e+1	3.03316e+10
3.23886e+1	3.01919e+10
3.27242e+1	3.00514e+10
3.30633e+1	2.99101e+10
3.34059e+1	2.97680e+10
3.37521e+1	2.96254e+10
3.41018e+1	2.94822e+10
3.44552e+1	2.93385e+10
3.48122e+1	2.91943e+10
3.51729e+1	2.90498e+10
3.55374e+1	2.89050e+10
3.59057e+1	2.87600e+10
3.62777e+1	2.86149e+10
3.66537e+1	2.84696e+10
3.70335e+1	2.83245e+10
3.74172e+1	2.81794e+10
3.78049e+1	2.80345e+10
3.81967e+1	2.78898e+10
3.85925e+1	2.77454e+10
3.89924e+1	2.76014e+10
3.93965e+1	2.74579e+10
3.98047e+1	2.73150e+10
4.02172e+1	2.71727e+10
4.06339e+1	2.70311e+10
4.10550e+1	2.68903e+10
4.14804e+1	2.67503e+10
4.19102e+1	2.66113e+10
4.23445e+1	2.64734e+10
4.27833e+1	2.63365e+10
4.32266e+1	2.62007e+10
4.36745e+1	2.60663e+10
4.41271e+1	2.59331e+10
4.45844e+1	2.58014e+10
4.50464e+1	2.56712e+10
4.55131e+1	2.55425e+10
4.59848e+1	2.54154e+10
4.64613e+1	2.52900e+10
4.69427e+1	2.51664e+10
4.74291e+1	2.50446e+10
4.79206e+1	2.49248e+10
4.84172e+1	2.48069e+10
4.89189e+1	2.46911e+10
4.94258e+1	2.45774e+10
4.99380e+1	2.44659e+10
5.04554e+1	2.43566e+10
5.09783e+1	2.42496e+10
5.15065e+1	2.41450e+10
5.20403e+1	2.40429e+10
5.25795e+1	2.39432e+10
5.31244e+1	2.38461e+10
5.36748e+1	2.37515e+10
5.42310e+1	2.36597e+10
5.47930e+1	2.35705e+10
5.53608e+1	2.34841e+10
5.59344e+1	2.34005e+10
5.65140e+1	2.33198e+10
5.70997e+1	2.32419e+10
5.76913e+1	2.31670e+10
5.82892e+1	2.30951e+10
5.88932e+1	2.30262e+10
5.95034e+1	2.29603e+10
6.01200e+1	2.28975e+10
6.07430e+1	2.28379e+10
6.13724e+1	2.27814e+10
6.20084e+1	2.27281e+10
6.26509e+1	2.26780e+10
6.33001e+1	2.26311e+10
6.39561e+1	2.25875e+10
6.46188e+1	2.25471e+10
6.52884e+1	2.25100e+10
6.59649e+1	2.24762e+10
6.66485e+1	2.24457e+10
6.73391e+1	2.24186e+10
6.80369e+1	2.23948e+10
6.87419e+1	2.23743e+10
6.94542e+1	2.23571e+10
7.01739e+1	2.23433e+10
7.09011e+1	2.23329e+10
7.16358e+1	2.23257e+10
7.23781e+1	2.23219e+10
7.31281e+1	2.23214e+10
7.38859e+1	2.23242e+10
7.46515e+1	2.23304e+10
7.54251e+1	2.23398e+10
7.62067e+1	2.23525e+10
7.69963e+1	2.23684e+10
7.77942e+1	2.23876e+10
7.86003e+1	2.24100e+10
7.94148e+1	2.24355e+10
8.02377e+1	2.24643e+10
8.10691e+1	2.24961e+10
8.19092e+1	2.25311e+10
8.27580e+1	2.25692e+10
8.36155e+1	2.26103e+10
8.44820e+1	2.26544e+10
8.53574e+1	2.27015e+10
8.62419e+1	2.27516e+10
8.71356e+1	2.28045e+10
8.80385e+1	2.28603e+10
8.89508e+1	2.29190e+10
8.98725e+1	2.29804e+10
9.08038e+1	2.30446e+10
9.17447e+1	2.31115e+10
9.26954e+1	2.31810e+10
9.36559e+1	2.32532e+10
9.46264e+1	2.33279e+10
9.56070e+1	2.34052e+10
9.65977e+1	2.34849e+10
9.75986e+1	2.35671e+10
9.86100e+1	2.36516e+10
9.96318e+1	2.37385e+10
1.00664e+2	2.38277e+10
1.01707e+2	2.39191e+10
1.02761e+2	2.40127e+10
1.03826e+2	2.41084e+10
1.04902e+2	2.42062e+10
1.05989e+2	2.43060e+10
1.07087e+2	2.44079e+10
1.08197e+2	2.45116e+10
1.09318e+2	2.46173e+10
1.10451e+2	2.47248e+10
1.11595e+2	2.48341e+10
1.12752e+2	2.49451e+10
1.13920e+2	2.50578e+10
1.15101e+2	2.51722e+10
1.16293e+2	2.52881e+10
1.17498e+2	2.54056e+10
1.18716e+2	2.55246e+10
1.19946e+2	2.56450e+10
1.21189e+2	2.57668e+10
1.22445e+2	2.58900e+10
1.23714e+2	2.60145e+10
1.24996e+2	2.61403e+10
1.26291e+2	2.62673e+10
1.27599e+2	2.63954e+10
1.28922e+2	2.65247e+10
1.30258e+2	2.66551e+10
1.31607e+2	2.67865e+10
1.32971e+2	2.69189e+10
1.34349e+2	2.70523e+10
1.35741e+2	2.71866e+10
1.37148e+2	2.73218e+10
1.38569e+2	2.74579e+10
1.40005e+2	2.75947e+10
1.41456e+2	2.77324e+10
1.42921e+2	2.78707e+10
1.44402e+2	2.80097e+10
1.45899e+2	2.81494e+10
1.47411e+2	2.82898e+10
1.48938e+2	2.84307e+10
1.50481e+2	2.85722e+10
1.52041e+2	2.87141e+10
1.53616e+2	2.88566e+10
1.55208e+2	2.89996e+10
1.56816e+2	2.91429e+10
1.58441e+2	2.92867e+10
1.60083e+2	2.94308e+10
1.61742e+2	2.95752e+10
1.63418e+2	2.97200e+10
1.65111e+2	2.98650e+10
1.66822e+2	3.00102e+10
1.68551e+2	3.01557e+10
1.70298e+2	3.03014e+10
1.72062e+2	3.04472e+10
1.73845e+2	3.05931e+10
1.75647e+2	3.07392e+10
1.77467e+2	3.08853e+10
1.79306e+2	3.10315e+10
1.81164e+2	3.11777e+10
1.83041e+2	3.13238e+10
1.84938e+2	3.14700e+10
1.86854e+2	3.16161e+10
1.88790e+2	3.17621e+10
1.90747e+2	3.19080e+10
1.92723e+2	3.20538e+10
1.94720e+2	3.21994e+10
1.96738e+2	3.23449e+10
1.98777e+2	3.24901e+10
2.00836e+2	3.26351e+10
2.02917e+2	3.27798e+10
2.05020e+2	3.29242e+10
2.07145e+2	3.30684e+10
2.09291e+2	3.32121e+10
2.11460e+2	3.33556e+10
2.13651e+2	3.34986e+10
2.15865e+2	3.36412e+10
2.18102e+2	3.37834e+10
2.20362e+2	3.39251e+10
2.22645e+2	3.40663e+10
2.24952e+2	3.42069e+10
2.27283e+2	3.43471e+10
2.29639e+2	3.44866e+10
2.32018e+2	3.46256e+10
2.34422e+2	3.47639e+10
2.36852e+2	3.49016e+10
2.39306e+2	3.50385e+10
2.41786e+2	3.51748e+10
2.44291e+2	3.53103e+10
2.46822e+2	3.54451e+10
2.49380e+2	3.55790e+10
2.51964e+2	3.57121e+10
2.54575e+2	3.58444e+10
2.57213e+2	3.59758e+10
2.59878e+2	3.61062e+10
2.62571e+2	3.62357e+10
2.65292e+2	3.63643e+10
2.68041e+2	3.64918e+10
2.70819e+2	3.66183e+10
2.73625e+2	3.67437e+10
2.76460e+2	3.68680e+10
2.79325e+2	3.69911e+10
2.82220e+2	3.71131e+10
2.85144e+2	3.72340e+10
2.88099e+2	3.73535e+10
2.91084e+2	3.74718e+10
2.94101e+2	3.75889e+10
2.97148e+2	3.77045e+10
3.00227e+2	3.78189e+10
3.03338e+2	3.79318e+10
3.06481e+2	3.80433e+10
3.09657e+2	3.81533e+10
3.12866e+2	3.82618e+10
3.16108e+2	3.83688e+10
3.19384e+2	3.84742e+10
3.22693e+2	3.85780e+10
3.26037e+2	3.86801e+10
3.29416e+2	3.87806e+10
3.32829e+2	3.88793e+10
3.36278e+2	3.89763e+10
3.39763e+2	3.90716e+10
3.43283e+2	3.91649e+10
3.46840e+2	3.92565e+10
3.50434e+2	3.93461e+10
3.54066e+2	3.94338e+10
3.57735e+2	3.95195e+10
3.61442e+2	3.96032e+10
3.65187e+2	3.96849e+10
3.68971e+2	3.97644e+10
3.72795e+2	3.98419e+10
3.76658e+2	3.99172e+10
3.80561e+2	3.99902e+10
3.84504e+2	4.00611e+10
3.88488e+2	4.01296e+10
3.92514e+2	4.01959e+10
3.96581e+2	4.02598e+10
4.00691e+2	4.03213e+10
4.04843e+2	4.03804e+10
4.09038e+2	4.04370e+10
4.13277e+2	4.04911e+10
4.17559e+2	4.05427e+10
4.21886e+2	4.05917e+10
4.26258e+2	4.06381e+10
4.30675e+2	4.06818e+10
4.35137e+2	4.07228e+10
4.39646e+2	4.07611e+10
4.44202e+2	4.07967e+10
4.48805e+2	4.08294e+10
4.53456e+2	4.08593e+10
4.58155e+2	4.08864e+10
4.62902e+2	4.09105e+10
4.67699e+2	4.09316e+10
4.72545e+2	4.09498e+10
4.77442e+2	4.09650e+10
4.82389e+2	4.09771e+10
4.87388e+2	4.09862e+10
4.92438e+2	4.09921e+10
4.97541e+2	4.09949e+10
5.02697e+2	4.09945e+10
5.07906e+2	4.09908e+10
5.13169e+2	4.09840e+10
5.18486e+2	4.09738e+10
5.23859e+2	4.09603e+10
5.29288e+2	4.09435e+10
5.34772e+2	4.09234e+10
5.40314e+2	4.08998e+10
5.45913e+2	4.08728e+10
5.51569e+2	4.08424e+10
5.57285e+2	4.08084e+10
5.63060e+2	4.07710e+10
5.68894e+2	4.07301e+10
5.74789e+2	4.06855e+10
5.80745e+2	4.06375e+10
5.86763e+2	4.05858e+10
5.92843e+2	4.05305e+10
5.98987e+2	4.04715e+10
6.05194e+2	4.04089e+10
6.11465e+2	4.03427e+10
6.17801e+2	4.02727e+10
6.24203e+2	4.01990e+10
6.30671e+2	4.01216e+10
6.37206e+2	4.00405e+10
6.43809e+2	3.99556e+10
6.50480e+2	3.98669e+10
6.57221e+2	3.97745e+10
6.64031e+2	3.96783e+10
6.70912e+2	3.95783e+10
6.77864e+2	3.94745e+10
6.84888e+2	3.93669e+10
6.91985e+2	3.92555e+10
6.99156e+2	3.91403e+10
7.06401e+2	3.90212e+10
7.13721e+2	3.88984e+10
7.21116e+2	3.87718e+10
7.28589e+2	3.86414e+10
7.36139e+2	3.85072e+10
7.43767e+2	3.83692e+10
7.51474e+2	3.82274e+10
7.59261e+2	3.80818e+10
7.67128e+2	3.79325e+10
7.75078e+2	3.77795e+10
7.83109e+2	3.76227e+10
7.91224e+2	3.74622e+10
7.99423e+2	3.72981e+10
8.07707e+2	3.71302e+10
8.16076e+2	3.69587e+10
8.24533e+2	3.67836e+10
8.33077e+2	3.66049e+10
8.41709e+2	3.64227e+10
8.50431e+2	3.62369e+10
8.59244e+2	3.60475e+10
8.68147e+2	3.58548e+10
8.77143e+2	3.56585e+10
8.86233e+2	3.54589e+10
8.95416e+2	3.52559e+10
9.04695e+2	3.50496e+10
9.14069e+2	3.48401e+10
9.23541e+2	3.46272e+10
9.33111e+2	3.44113e+10
9.42780e+2	3.41921e+10
9.52550e+2	3.39699e+10
9.62420e+2	3.37447e+10
9.72393e+2	3.35165e+10
9.82469e+2	3.32853e+10
9.92650e+2	3.30513e+10
1.00294e+3	3.28145e+10
1.01333e+3	3.25750e+10
1.02383e+3	3.23327e+10
1.03444e+3	3.20879e+10
1.04516e+3	3.18405e+10
1.05599e+3	3.15907e+10
1.06693e+3	3.13384e+10
1.07799e+3	3.10839e+10
1.08916e+3	3.08270e+10
1.10044e+3	3.05680e+10
1.11185e+3	3.03068e+10
1.12337e+3	3.00437e+10
1.13501e+3	2.97786e+10
1.14677e+3	2.95116e+10
1.15865e+3	2.92429e+10
1.17066e+3	2.89725e+10
1.18279e+3	2.87005e+10
1.19505e+3	2.84270e+10
1.20743e+3	2.81520e+10
1.21994e+3	2.78758e+10
1.23258e+3	2.75983e+10
1.24535e+3	2.73197e+10
1.25826e+3	2.70401e+10
1.27130e+3	2.67595e+10
1.28447e+3	2.64781e+10
1.29778e+3	2.61959e+10
1.31123e+3	2.59131e+10
1.32482e+3	2.56298e+10
1.33854e+3	2.53460e+10
1.35241e+3	2.50619e+10
1.36643e+3	2.47776e+10
1.38059e+3	2.44932e+10
1.39489e+3	2.42087e+10
1.40935e+3	2.39243e+10
1.42395e+3	2.36401e+10
1.43871e+3	2.33562e+10
1.45362e+3	2.30726e+10
1.46868e+3	2.27896e+10
1.48390e+3	2.25072e+10
1.49927e+3	2.22255e+10
1.51481e+3	2.19446e+10
1.53051e+3	2.16646e+10
1.54637e+3	2.13857e+10
1.56239e+3	2.11079e+10
1.57858e+3	2.08313e+10
1.59494e+3	2.05561e+10
1.61146e+3	2.02823e+10
1.62816e+3	2.00100e+10
1.64503e+3	1.97394e+10
1.66208e+3	1.94705e+10
1.67930e+3	1.92035e+10
1.69671e+3	1.89384e+10
1.71429e+3	1.86754e+10
1.73205e+3	1.84144e+10
1.75000e+3	1.81557e+10
1.76813e+3	1.78994e+10
1.78645e+3	1.76454e+10
1.80497e+3	1.73939e+10
1.82367e+3	1.71450e+10
1.84257e+3	1.68987e+10
1.86166e+3	1.66553e+10
1.88095e+3	1.64146e+10
1.90044e+3	1.61769e+10
1.92014e+3	1.59421e+10
1.94003e+3	1.57104e+10
1.96014e+3	1.54819e+10
1.98045e+3	1.52565e+10
2.00097e+3	1.50345e+10
2.02170e+3	1.48157e+10
2.04265e+3	1.46004e+10
2.06382e+3	1.43885e+10
2.08521e+3	1.41802e+10
2.10681e+3	1.39754e+10
2.12864e+3	1.37743e+10
2.15070e+3	1.35768e+10
2.17299e+3	1.33831e+10
2.19550e+3	1.31931e+10
2.21826e+3	1.30069e+10
2.24124e+3	1.28246e+10
2.26447e+3	1.26461e+10
2.28793e+3	1.24716e+10
2.31164e+3	1.23010e+10
2.33559e+3	1.21344e+10
2.35979e+3	1.19717e+10
2.38425e+3	1.18131e+10
2.40895e+3	1.16585e+10
2.43392e+3	1.15079e+10
2.45914e+3	1.13614e+10
2.48462e+3	1.12190e+10
2.51037e+3	1.10806e+10
2.53638e+3	1.09462e+10
2.56266e+3	1.08160e+10
2.58922e+3	1.06898e+10
2.61605e+3	1.05676e+10
2.64315e+3	1.04495e+10
2.67054e+3	1.03354e+10
2.69822e+3	1.02254e+10
2.72618e+3	1.01193e+10
2.75443e+3	1.00172e+10
2.78297e+3	9.91905e+9
2.81181e+3	9.82484e+9
2.84094e+3	9.73453e+9
2.87038e+3	9.64809e+9
2.90012e+3	9.56548e+9
2.93018e+3	9.48668e+9
2.96054e+3	9.41164e+9
2.99122e+3	9.34033e+9
3.02221e+3	9.27271e+9
3.05353e+3	9.20872e+9
3.08517e+3	9.14834e+9
3.11714e+3	9.09150e+9
3.14944e+3	9.03817e+9
3.18208e+3	8.98828e+9
3.21505e+3	8.94180e+9
3.24837e+3	8.89867e+9
3.28203e+3	8.85883e+9
3.31604e+3	8.82223e+9
3.35040e+3	8.78881e+9
3.38512e+3	8.75852e+9
3.42019e+3	8.73129e+9
3.45563e+3	8.70707e+9
3.49144e+3	8.68581e+9
3.52762e+3	8.66743e+9
3.56418e+3	8.65187e+9
3.60111e+3	8.63909e+9
3.63842e+3	8.62901e+9
3.67613e+3	8.62157e+9
3.71422e+3	8.61671e+9
3.75271e+3	8.61438e+9
3.79159e+3	8.61450e+9
3.83088e+3	8.61701e+9
3.87058e+3	8.62186e+9
3.91069e+3	8.62898e+9
3.95121e+3	8.63831e+9
3.99216e+3	8.64979e+9
4.03352e+3	8.66336e+9
4.07532e+3	8.67896e+9
4.11755e+3	8.69653e+9
4.16022e+3	8.71601e+9
4.20333e+3	8.73734e+9
4.24688e+3	8.76048e+9
4.29089e+3	8.78536e+9
4.33535e+3	8.81192e+9
4.38028e+3	8.84011e+9
4.42567e+3	8.86988e+9
4.47153e+3	8.90118e+9
4.51786e+3	8.93396e+9
4.56468e+3	8.96816e+9
4.61198e+3	9.00373e+9
4.65977e+3	9.04064e+9
4.70805e+3	9.07882e+9
4.75684e+3	9.11824e+9
4.80613e+3	9.15885e+9
4.85593e+3	9.20061e+9
4.90625e+3	9.24348e+9
4.95709e+3	9.28741e+9
5.00846e+3	9.33237e+9
5.06036e+3	9.37831e+9
5.11279e+3	9.42520e+9
5.16577e+3	9.47301e+9
5.21930e+3	9.52170e+9
5.27339e+3	9.57124e+9
5.32803e+3	9.62158e+9
5.38324e+3	9.67272e+9
5.43903e+3	9.72460e+9
5.49539e+3	9.77721e+9
5.55233e+3	9.83052e+9
5.60987e+3	9.88449e+9
5.66800e+3	9.93911e+9
5.72673e+3	9.99435e+9
5.78607e+3	1.00502e+10
5.84603e+3	1.01066e+10
5.90661e+3	1.01636e+10
5.96781e+3	1.02211e+10
6.02965e+3	1.02791e+10
6.09213e+3	1.03376e+10
6.15526e+3	1.03965e+10
6.21904e+3	1.04560e+10
6.28349e+3	1.05159e+10
6.34860e+3	1.05762e+10
6.41439e+3	1.06369e+10
6.48085e+3	1.06980e+10
6.54801e+3	1.07595e+10
6.61586e+3	1.08214e+10
6.68442e+3	1.08836e+10
6.75368e+3	1.09462e+10
6.82367e+3	1.10091e+10
6.89437e+3	1.10723e+10
6.96582e+3	1.11359e+10
7.03800e+3	1.11998e+10
7.11093e+3	1.12639e+10
7.18461e+3	1.13284e+10
7.25906e+3	1.13931e+10
7.33428e+3	1.14581e+10
7.41028e+3	1.15234e+10
7.48707e+3	1.15889e+10
7.56465e+3	1.16547e+10
7.64304e+3	1.17207e+10
7.72224e+3	1.17870e+10
7.80226e+3	1.18535e+10
7.88311e+3	1.19202e+10
7.96479e+3	1.19871e+10
8.04733e+3	1.20543e+10
8.13072e+3	1.21216e+10
8.21497e+3	1.21891e+10
8.30009e+3	1.22569e+10
8.38610e+3	1.23248e+10
8.47300e+3	1.23929e+10
8.56080e+3	1.24612e+10
8.64951e+3	1.25296e+10
8.73914e+3	1.25982e+10
8.82970e+3	1.26670e+10
8.92119e+3	1.27359e+10
9.01364e+3	1.28050e+10
9.10704e+3	1.28743e+10
9.20141e+3	1.29436e+10
9.29676e+3	1.30131e+10
9.39309e+3	1.30827e+10
9.49042e+3	1.31525e+10
9.58877e+3	1.32223e+10
9.68813e+3	1.32923e+10
9.78852e+3	1.33624e+10
9.88995e+3	1.34325e+10
9.99243e+3	1.35028e+10
1.00960e+4	1.35731e+10
1.02006e+4	1.36436e+10
1.03063e+4	1.37141e+10
1.04131e+4	1.37846e+10
1.05210e+4	1.38553e+10
1.06300e+4	1.39260e+10
1.07402e+4	1.39967e+10
1.08515e+4	1.40674e+10
1.09639e+4	1.41382e+10
1.10775e+4	1.42091e+10
1.11923e+4	1.42799e+10
1.13083e+4	1.43508e+10
1.14255e+4	1.44216e+10
1.15439e+4	1.44925e+10
1.16635e+4	1.45633e+10
1.17843e+4	1.46342e+10
1.19065e+4	1.47049e+10
1.20298e+4	1.47757e+10
1.21545e+4	1.48464e+10
1.22804e+4	1.49171e+10
1.24077e+4	1.49877e+10
1.25363e+4	1.50582e+10
1.26662e+4	1.51286e+10
1.27974e+4	1.51990e+10
1.29300e+4	1.52693e+10
1.30640e+4	1.53394e+10
1.31994e+4	1.54094e+10
1.33362e+4	1.54793e+10
1.34743e+4	1.55491e+10
1.36140e+4	1.56187e+10
1.37550e+4	1.56882e+10
1.38976e+4	1.57575e+10
1.40416e+4	1.58266e+10
1.41871e+4	1.58955e+10
1.43341e+4	1.59642e+10
1.44826e+4	1.60328e+10
1.46327e+4	1.61010e+10
1.47843e+4	1.61691e+10
1.49375e+4	1.62369e+10
1.50923e+4	1.63044e+10
1.52487e+4	1.63717e+10
1.54067e+4	1.64387e+10
1.55664e+4	1.65054e+10
1.57277e+4	1.65718e+10
1.58907e+4	1.66378e+10
1.60553e+4	1.67036e+10
1.62217e+4	1.67690e+10
1.63898e+4	1.68340e+10
1.65596e+4	1.68986e+10
1.67312e+4	1.69629e+10
1.69046e+4	1.70268e+10
1.70798e+4	1.70902e+10
1.72567e+4	1.71532e+10
1.74356e+4	1.72158e+10
1.76162e+4	1.72779e+10
1.77988e+4	1.73396e+10
1.79832e+4	1.74007e+10
1.81696e+4	1.74614e+10
1.83578e+4	1.75215e+10
1.85481e+4	1.75811e+10
1.87403e+4	1.76401e+10
1.89345e+4	1.76986e+10
1.91307e+4	1.77565e+10
1.93289e+4	1.78138e+10
1.95292e+4	1.78705e+10
1.97316e+4	1.79266e+10
1.99360e+4	1.79820e+10
2.01426e+4	1.80368e+10
2.03513e+4	1.80909e+10
2.05622e+4	1.81442e+10
2.07753e+4	1.81969e+10
2.09906e+4	1.82488e+10
2.12081e+4	1.83000e+10
2.14278e+4	1.83505e+10
2.16499e+4	1.84001e+10
2.18742e+4	1.84489e+10
2.21009e+4	1.84970e+10
2.23299e+4	1.85441e+10
2.25613e+4	1.85905e+10
2.27951e+4	1.86359e+10
2.30313e+4	1.86805e+10
2.32699e+4	1.87241e+10
2.35111e+4	1.87668e+10
2.37547e+4	1.88086e+10
2.40008e+4	1.88494e+10
2.42495e+4	1.88892e+10
2.45008e+4	1.89281e+10
2.47547e+4	1.89658e+10
2.50112e+4	1.90026e+10
2.52704e+4	1.90383e+10
2.55323e+4	1.90729e+10
2.57968e+4	1.91064e+10
2.60641e+4	1.91387e+10
2.63342e+4	1.91700e+10
2.66071e+4	1.92001e+10
2.68828e+4	1.92290e+10
2.71614e+4	1.92567e+10
2.74428e+4	1.92831e+10
2.77272e+4	1.93084e+10
2.80145e+4	1.93324e+10
2.83048e+4	1.93551e+10
2.85981e+4	1.93765e+10
2.88945e+4	1.93966e+10
2.91939e+4	1.94153e+10
2.94964e+4	1.94327e+10
2.98020e+4	1.94488e+10
3.01109e+4	1.94634e+10
3.04229e+4	1.94766e+10
3.07381e+4	1.94884e+10
3.10566e+4	1.94988e+10
3.13785e+4	1.95076e+10
3.17036e+4	1.95150e+10
3.20321e+4	1.95209e+10
3.23641e+4	1.95253e+10
3.26994e+4	1.95281e+10
3.30383e+4	1.95293e+10
3.33806e+4	1.95290e+10
3.37265e+4	1.95271e+10
3.40760e+4	1.95235e+10
3.44291e+4	1.95183e+10
3.47859e+4	1.95115e+10
3.51463e+4	1.95030e+10
3.55105e+4	1.94928e+10
3.58785e+4	1.94809e+10
3.62503e+4	1.94673e+10
3.66259e+4	1.94520e+10
3.70054e+4	1.94349e+10
3.73889e+4	1.94161e+10
3.77763e+4	1.93955e+10
3.81678e+4	1.93731e+10
3.85633e+4	1.93489e+10
3.89629e+4	1.93229e+10
3.93666e+4	1.92950e+10
3.97746e+4	1.92653e+10
4.01867e+4	1.92337e+10
4.06032e+4	1.92003e+10
4.10239e+4	1.91650e+10
4.14490e+4	1.91278e+10
4.18785e+4	1.90887e+10
4.23125e+4	1.90477e+10
4.27509e+4	1.90047e+10
4.31939e+4	1.89599e+10
4.36415e+4	1.89131e+10
4.40937e+4	1.88643e+10
4.45506e+4	1.88136e+10
4.50123e+4	1.87609e+10
4.54787e+4	1.87063e+10
4.59500e+4	1.86497e+10
4.64261e+4	1.85911e+10
4.69072e+4	1.85305e+10
4.73933e+4	1.84680e+10
4.78844e+4	1.84035e+10
4.83805e+4	1.83369e+10
4.88819e+4	1.82684e+10
4.93884e+4	1.81979e+10
4.99002e+4	1.81255e+10
5.04173e+4	1.80510e+10
5.09397e+4	1.79745e+10
5.14676e+4	1.78961e+10
5.20009e+4	1.78156e+10
5.25397e+4	1.77332e+10
5.30842e+4	1.76489e+10
5.36342e+4	1.75625e+10
5.41900e+4	1.74742e+10
5.47515e+4	1.73840e+10
5.53189e+4	1.72918e+10
5.58921e+4	1.71977e+10
5.64713e+4	1.71017e+10
5.70564e+4	1.70038e+10
5.76477e+4	1.69039e+10
5.82450e+4	1.68022e+10
5.88486e+4	1.66986e+10
5.94584e+4	1.65932e+10
6.00745e+4	1.64859e+10
6.06970e+4	1.63768e+10
6.13260e+4	1.62659e+10
6.19615e+4	1.61533e+10
6.26035e+4	1.60388e+10
6.32522e+4	1.59226e+10
6.39077e+4	1.58047e+10
6.45699e+4	1.56852e+10
6.52390e+4	1.55639e+10
6.59150e+4	1.54410e+10
6.65981e+4	1.53165e+10
6.72882e+4	1.51904e+10
6.79854e+4	1.50627e+10
6.86899e+4	1.49335e+10
6.94017e+4	1.48028e+10
7.01208e+4	1.46706e+10
7.08475e+4	1.45369e+10
7.15816e+4	1.44019e+10
7.23233e+4	1.42655e+10
7.30728e+4	1.41278e+10
7.38300e+4	1.39887e+10
7.45950e+4	1.38484e+10
7.53680e+4	1.37069e+10
7.61490e+4	1.35641e+10
7.69381e+4	1.34203e+10
